"ncm","class","sub"
"1505",Suarda E Substâncias,"Suarda e substâncias gordas dela derivadas, incluindo a lanolina."
"3926",Outras Obras De Plástico,Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.
"5209",Tecidos De Algodão,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, de peso superior a 200 g/m2."
"6203",Ternos,"Ternos (Fatos*), conjuntos, paletós (casacos*), calças, jardineiras, bermudas e shorts (calções) (exceto de banho), de uso masculino."
"0305",Peixe Seco,"Peixes secos, salgados ou em salmoura, peixes defumados (fumados), mesmo cozidos antes ou durante a defumação."
"1404",Outros Produtos Vegetais,Produtos vegetais não especificados nem compreendidos noutras posições.
"2842", Outros Sais De Ácidos,"Outros sais dos ácidos ou peroxoácidos inorgânicos (incluindo os aluminossilicatos de constituição química definida ou não), exceto as azidas."
"4819",Caixa De Papel,"Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose, cartonagens para escritórios, lojas e estabelecimentos semelhantes."
"7308",Construções E Suas Partes,"Construções e suas partes (por exemplo, pontes e elementos de pontes, comportas, torres, pórticos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, portas de correr, balaustradas), de ferro fundido, ferro ou aço, exceto as construções pré-fabricadas da posição 94.06, chapas, barras, perfis, tubos e semelhantes, de ferro fundido, ferro ou aço, próprios para construções."
"8530",Aparelhos Elétricos De Sinalização De Transporte,"Aparelhos elétricos de sinalização (excluindo os de transmissão de mensagens), de segurança, de controle e de comando, para vias férreas ou semelhantes, vias terrestres ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para aeródromos (exceto os da posição 86.08)."
"5811",Tecidos especiais,"Tecidos especiais, tecidos tufados, rendas, tapeçarias, passamanarias, bordados - Artigos têxteis matelassês (acolchoados*) em peça, constituídos por uma ou várias camadasdematériastêxteisassociadasaumamatériadeenchimentoou estofamento, acolchoados por qualquer processo, exceto os bordados da posição 58.10."
"2841",Sais De Ácidos,Sais dos ácidos oxometálicos ou peroxometálicos.
"2530",Outras Matérias Minerais,Matérias minerais não especificadas nem compreendidas noutras posições.
"8468",Máquinas Para Soldar,"Máquinas e aparelhos para soldar, mesmo de corte, exceto os da posição 85.15, máquinas e aparelhos a gás, para têmpera superficial."
"7320",Molas,"Molas e folhas de molas, de ferro ou aço."
"8210",Acondicionadores De Alimentos,"Aparelhos mecânicos de acionamento manual, pesando até 10 kg, utilizados para preparar, acondicionar ou servir alimentos ou bebidas."
"3824",Aglutinantes Preparados Para Moldes,"Aglutinantes preparados para moldes ou para núcleos de fundição, produtos químicos e preparações das indústrias químicas ou das indústrias conexas (incluindo os constituídos por misturas de produtos naturais), não especificados nem compreendidos noutras posições."
"3812",Aceleradores De Vulcanização,"Preparações denominadas aceleradores de vulcanização, plastificantes compostos para borracha ou plástico, não especificados nem compreendidos noutras posições, preparações antioxidantes e outros estabilizadores compostos, para borracha ou plástico."
"8443",Máquinas De Impressão,"Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42, outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si, partes e acessórios."
"9113",Pulseiras De Relógio,"Pulseiras de relógios, e suas partes."
"4817",Envelope,"Envelopes, aerogramas, cartões-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência."
"2701",Hulhas E Similares,"Hulhas, briquetes, bolas em aglomerados e combustíveis sólidos semelhantes, obtidos a partir da hulha."
"4820",Livros De Registro,"Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes, cadernos, classificadores, encadernações (de folhas soltas ou outras), capas de processos e outros artigos escolares, de escritório ou de papelaria, incluindo os formulários em blocos de papel múltiplas vias, mesmo com folhas intercaladas de papel carbono (papel químico), de papel ou cartão, álbuns para amostras ou para coleções e capas para livros, de papel ou cartão."
"9605",Kits para viagens,"Conjuntos de viagem para toucador de pessoas, para costura ou para limpeza de calçado ou de roupa. "
"4406",Dormentes De Madeira,Dormentes de madeira para vias férreas ou semelhantes.
"8606",Vagões Para Transporte De Mercadorias,Vagões para transporte de mercadorias sobre vias férreas.
"0807","Melão, Melancia E Mamão","Melões, melancias e mamões (papaias), frescos."
"3304",Produtos De Beleza,"Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações antissolares e os bronzeadores, preparações para manicuros e pedicuros."
"4105",Couros Curtidos Ovino,"Peles curtidas ou crust de ovinos, depiladas, mesmo divididas, mas não preparadas de outro modo."
"8521",Aparelhos De Vídeo,"Aparelhos de gravação ou de reprodução de vídeo, mesmo incorporando um receptor de televisão."
"8548",Partes Elétricas De Máquinas,"Partes elétricas de máquinas ou aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo."
"2101","Extrato De Café, Chá E Mate","Extratos, essências e concentrados de café, chá ou mate e preparações à base destes produtos ou à base de café, chá ou mate, chicória torrada e outros sucedâneos torrados do café e respectivos extratos, essências e concentrados."
"9007",Câmeras E Projetores,"Câmeras e projetores, cinematográficos, mesmo com aparelhos de gravação ou de reprodução de som incorporados."
"7318",Parafuso E Porcas,"Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, contrapinos ou troços, arruelas (anilhas) (incluindo as de pressão) e artigos semelhantes, de ferro fundido, ferro ou aço."
"0806",Uvas,Uvas frescas ou secas (passas).
"2825",Hidrazina E Hidroxilamina,"Hidrazina e hidroxilamina, e seus sais inorgânicos, outras bases inorgânicas, outros óxidos, hidróxidos e peróxidos, de metais."
"2804",Hidrogênio,"Hidrogênio, gases raros e outros elementos não metálicos."
"7016",Artigos De Vidro,"Blocos, placas, tijolos, ladrilhos, telhas e outros artigos, de vidro prensado ou moldado, mesmo armado, para construção, cubos, pastilhas e outros artigos semelhantes, de vidro, mesmo com suporte, para mosaicos ou decorações semelhantes, vitrais de vidro, vidro denominado multicelular ou espuma de vidro, em blocos, painéis, chapas e conchas ou formas semelhantes."
"8304",Material de escrtório,"Classificadores, fichários (ficheiros), caixas de classificação, porta-cópias, porta-canetas, porta-carimbos e artigos semelhantes, de escritório, de metais comuns, excluindo os móveis de escritório da posição 94.03.  "
"1301",Goma E Resina,"Goma-laca, gomas, resinas, gomas-resinas e oleorresinas (bálsamos, por exemplo), naturais."
"9615",Pentes,"Pentes, travessas para cabelo e artigos semelhantes, grampos (ganchos) e alfinetes para cabelo, pinças, onduladores, bobes (bigudis*) e artigos semelhantes para penteados, exceto os da posição 85.16, e suas partes."
"3908",Poliamidas,Poliamidas em formas primárias.
"5904",Linóleo,"Linóleos, mesmo recortados, revestimentos para pisos (pavimentos) constituídos por um revestimento ou recobrimento aplicado sobre suporte têxtil, mesmo recortados."
"2817",Óxido De Zinco,"Óxido de zinco, peróxido de zinco."
"6502",Esboços De Chapéus,"Esboços de chapéus, entrançados ou obtidos por reunião de tiras de qualquer matéria, sem copa nem aba enformadas e sem guarnições."
"2007",Doce De Fruta Cozida,"Doces, geleias, marmelades, purês e pastas de fruta, obtidos por cozimento, mesmo com adição de açúcar ou de outros edulcorantes."
"8471",Máquinas Para Processamento De Dados,"Máquinas automáticas para processamento de dados e suas unidades, leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas noutras posições."
"1605",Conservas De Invertebrados,"Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas."
"9030",Osciloscópio,"Osciloscópios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controle de grandezas elétricas, instrumentos e aparelhos para medida ou detecção de radiações alfa, beta, gama, X, cósmicas ou outras radiações ionizantes."
"7108",Ouro,"Ouro (incluindo o ouro platinado), em formas brutas ou semimanufaturadas, ou em pó."
"8432",Máquinas Agrícola,"Máquinas e aparelhos de uso agrícola, hortícola ou florestal, para preparação ou trabalho do solo ou para cultura, rolos para gramados (relvados) ou para campos de esporte."
"8421",Centrifugadores,"Centrifugadores, incluindo os secadores centrífugos, aparelhos para filtrar ou depurar líquidos ou gases."
"0210",Carnes Secas,"Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas), farinhas e pós, comestíveis, de carnes ou de miudezas."
"7213",Fio-Máquina De Ferro,Fio-máquina de ferro ou aço não ligado.
"4801",Papel De Jornal,"Papel de jornal, em rolos ou em folhas."
"1702",Outros Açucares,"Outros açúcares, incluindo a lactose, maltose, glicose e frutose (levulose), quimicamente puras, no estado sólido, xaropes de açúcares, sem adição de aromatizantes ou de corantes, sucedâneos do mel, mesmo misturados com mel natural, açúcares e melaços caramelizados."
"2917",Ácidos Policarboxílicos,"Ácidos policarboxílicos, seus anidridos, halogenetos, peróxidos e peroxiácidos, seus derivados halogenados, sulfonados, nitrados ou nitrosados."
"8408",Motores De Pistão,"Motores de pistão, de ignição por compressão (motores diesel ou semidiesel)."
"8464",Máquinas Para Tratar Pedras,"Máquinas-ferramentas para trabalhar pedra, produtos cerâmicos, concreto (betão), fibrocimento ou matérias minerais semelhantes, ou para o trabalho a frio do vidro."
"2849",Carbonetos,Carbonetos de constituição química definida ou não.
"4303",Vestuário Peles Pelo,"Vestuário, seus acessórios e outros artigos de peles com pelo."
"4416",Barril De Madeira,"Barris, cubas, balsas, dornas, selhas e outras obras de tanoeiro e respectivas partes de madeira, incluindo as aduelas."
"2529","Feldspato, Leucita E Similares","Feldspato, leucita, nefelina e nefelina-sienito, espatoflúor."
"8207",Ferramentas Para Ferramentas,"Ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas ferramentas (por exemplo, de embutir, estampar, puncionar, roscar (incluindo atarraxar), furar, escarear, mandrilar, brochar, fresar, tornear, aparafusar), incluindo as fieiras de estiramento ou de extrusão, para metais, e as ferramentas de perfuração ou de sondagem."
"0102",Bovinos Vivos,Animais vivos da espécie bovina.
"6304",Outros Artigos De Interiores,"Outros artigos para guarnição de interiores, exceto os da posição 94.04."
"0903",Mate,Mate.
"9405",Luminárias,"Luminárias e aparelhos de iluminação (incluindo os projetores), e suas partes, não especificados nem compreendidos noutras posições, anúncios, cartazes ou tabuletas e placas indicadoras, luminosos, e artigos semelhantes, que contenham uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas noutras posições."
"5608",Redes De Malhas Com Nós,"Redes de malhas com nós, em panos ou em peça, obtidas a partir de cordéis, cordas ou cabos, redes confeccionadas para a pesca e outras redes confeccionadas, de matérias têxteis."
"2503",Enxofre,"Enxofre de qualquer espécie, exceto o enxofre sublimado, o precipitado e o coloidal."
"8410",Turbinas Hidráulicas,"Turbinas hidráulicas, rodas hidráulicas, e seus reguladores."
"5511",Fios De Fibras,"Fios de fibras sintéticas ou artificiais, descontínuas (exceto linhas para costurar), acondicionados para venda a retalho."
"5803",Tecidos Gaze,"Tecidos em ponto de gaze, exceto os artigos da posição 58.06."
"8433",Colhedeiras,"Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluindo as enfardadeiras de palha ou forragem, cortadores de grama (relva) e ceifeiras, máquinas para limpar ou selecionar ovos, fruta ou outros produtos agrícolas, exceto as da posição 84.37."
"8451",Maquinas Para Tratar Tecido,"Máquinas e aparelhos (exceto as máquinas da posição 84.50) para lavar, limpar, espremer, secar, passar, prensar (incluindo as prensas de transferência térmica ou de fusão), branquear, tingir, para apresto e acabamento, para revestir ou impregnar fios, tecidos ou obras de matérias têxteis e máquinas para revestir tecidos-base ou outros suportes utilizados na fabricação de revestimentos para pisos (pavimentos), tais como linóleo, máquinas para enrolar, desenrolar, dobrar, cortar ou dentear tecidos."
"2706",Alcatrões,"Alcatrões de hulha, de linhita ou de turfa e ou trosal catrões minerais, mesmo desidratados ou parcialmente destilados, incluindo os alcatrões reconstituídos."
"2933",Compostos Heterocíclicos,Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto).
"2614",Minérios De Titânio ,Minérios de titânio e seus concentrados.
"0603",Flores E Botões,"Flores e botões de flores, cortados, para buquês (ramos*) ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo."
"7325",Outras Obras Moldadas De Ferro,"Outras obras moldadas, de ferro fundido, ferro ou aço."
"3922",Banheira,"Banheiras, boxes para chuveiros (polibãs*), pias, lavatórios, bidés, sanitários e seus assentos e tampas, caixas de descarga (autoclismos*) e artigos semelhantes para usos sanitários ou higiênicos, de plástico."
"5802",Tecidos Atoalhados,"Tecidos atoalhados (turcos), exceto os artigos da posição 58.06, tecidos tufados, exceto os artigos da posição 57.03."
"6305",Sacos Embalagem,"Sacos de quaisquer dimensões, para embalagem."
"7322",Radiadores Para Aquecimento Central,"Radiadores para aquecimento central, não elétricos, e suas partes, de ferro fundido, ferro ou aço, geradores e distribuidores de ar quente (incluindo os distribuidores que possam também funcionar como distribuidores de ar frio ou condicionado), não elétricos, munidos de ventilador ou fole com motor, e suas partes, de ferro fundido, ferro ou aço."
"5102",Pelos ,"Pelos finos ou grosseiros, não cardados nem penteados."
"8806",Veículos Aéreos,Veículos aéreos (aeronaves) não tripulados.
"4503",Obras De Cortiça Natural,Obras de cortiça natural.
"7228",Barras E Perfis,"Barras e perfis, de outras ligas de aço, barras ocas para perfuração, de ligas de aço ou de aço não ligado."
"6309",Artigos De Matérias Têxteis Usados,"Artigos de matérias têxteis e artigos de uso semelhante, usados."
"8424",Extintores,"Aparelhos mecânicos (mesmo manuais) para projetar, dispersar ou pulverizar líquidos ou pós, extintores, mesmo carregados, pistolas aerográficas e aparelhos semelhantes, máquinas e aparelhos de jato de areia, de jato de vapor e aparelhos de jato semelhantes."
"7605",Fios De Alumínio,Fios de alumínio.
"7307",Acessórios Para Tubos,"Acessórios para tubos (por exemplo, uniões, cotovelos, luvas (mangas*)), de ferro fundido, ferro ou aço."
"3804",Lixívias Residuais,"Lixívias residuais da fabricação das pastas de celulose, mesmo concentradas, desaçucaradas ou tratadas quimicamente, incluindo os lignossulfonatos, mas excluindo o tall oil da posição 38.03."
"8311",Fios Para Soldadura,"Fios, varetas, tubos, chapas, eletrodos e artigos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos interior ou exteriormente de decapantes ou de fundentes, para soldadura ou depósito de metal ou de carbonetos metálicos, fios e varetas, de pós de metais comuns aglomerados, para metalização por projeção."
"1207",Outras Sementes E Oleaginosos,"Outras sementes e frutos oleaginosos, mesmo triturados."
"8482",Rolamentos,"Rolamentos de esferas, de roletes ou de agulhas."
"7607",Folha De Alumínio,"Folhas e tiras, delgadas, de alumínio (mesmo impressas ou com suporte de papel, cartão, plástico ou semelhantes), de espessura não superior a 0,2 mm (excluindo o suporte)."
"8532",Condensadores Elétricos,"Condensadores elétricos, fixos, variáveis ou ajustáveis."
"8701",Tratores,Tratores (exceto os carros-tratores da posição 87.09).
"6801",Pedras para pavimento,"Pedras para calcetar, meios-fios (lancis) e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia).  "
"4906","Planos, plantas e desenhos","Planos, plantas e desenhos, de arquitetura, de engenharia e outros planos e desenhos industriais, comerciais, topográficos ou semelhantes, originais, feitos à mão, textos manuscritos, reproduções fotográficas em papel sensibilizado e cópias a papel-carbono (papel químico) dos planos, plantas, desenhos ou textos acima referidos.  "
"3817",Misturas De Alquilbenzeno,"Misturas de alquilbenzenos ou de alquilnaftalenos, exceto as das posições 27.07 ou 29.02."
"2505",Areias ,"Areias naturais de qualquer espécie, mesmo coradas, exceto areias metalíferas do Capítulo 26."
"9108",Mecanismos De Relógios,"Mecanismos de pequeno volume para relógios, completos e montados."
"2836",Carbonatos E Similares,"Carbonatos, peroxocarbonatos (percarbonatos), carbonato de amônio comercial que contenha carbamato de amônio."
"2906",Álcoois Cíclicos,"Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados."
"2004",Outros Hotículas Preparados Congelados,"Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06."
"9103",Despertadores,"Despertadores e outros relógios, com mecanismo de pequeno volume."
"3074",Sépias E Lulas,"- Sépias (Chocos*) (Chocos e chopos*), lulas (potas e lulas*):"
"5512",Tecidos De Fibras,"Tecidos de fibras sintéticas descontínuas, que contenham pelo menos 85 %, em peso, destas fibras."
"5101",Lã ,Lã não cardada nem penteada.
"6002",Tecidos Malha,"Tecidos de malha de largura não superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha, exceto os da posição 60.01."
"4302",Peles Com Pelo Curtidas,"Peles com pelo curtidas ou acabadas (incluindo as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunidas (não montadas) ou reunidas (montadas) sem adição de outras matérias, com exceção das da posição 43.03."
"9019",Outros Aparelhos Respiratórios,"Aparelhos de mecanoterapia, aparelhos de massagem, aparelhos de psicotécnica, aparelhos de ozonoterapia, de oxigenoterapia, de aerossolterapia, aparelhos respiratórios de reanimação e outros aparelhos de terapia respiratória."
"5514",Tecidos De Fibras Sintéticas,"Tecidos de fibras sintéticas descontínuas, que contenham menos de 85 %, em peso, destas fibras, combinados, principal ou unicamente, com algodão, de peso superior a 170 g/m2."
"2844",Elementos Radioativos,"Elementos químicos radioativos e isótopos radioativos (incluindo os elementos químicos e isótopos físseis (cindíveis) ou férteis), e seus compostos, misturas e resíduos que contenham esses produtos."
"4421",Outras Obras Em Madeira,Outras obras em madeira.
"9601",Marfim,"Marfim, osso, carapaça de tartaruga, chifre, pontas, coral, madrepérola e outras matérias animais para entalhar, trabalhados, e suas obras (incluindo as obras obtidas por moldagem)."
"2942",Outros Compostos Orgânicos,Outros compostos orgânicos
"8208",Laminas Para Máquinas,"Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos."
"4202","Baús (Arcas) Para Viagem, Malas E Maletas,","Baús (arcas) para viagem, malas e maletas, incluindo as maletas de toucador e as maletas e pastas de documentos e para estudantes, os estojos para óculos, binóculos, câmeras fotográficas e de filmar, instrumentos musicais, armas e artigos semelhantes, sacos de viagem, sacos isolantes para gêneros alimentícios e bebidas, bolsas de toucador, mochilas, bolsas, sacolas (sacos para compras), carteiras, porta-moedas, porta-cartões, cigarreiras, tabaqueiras, estojos para ferramentas, bolsas e sacos para artigos de esporte, estojos para frascos ou para joias, caixas para pó de arroz, estojos para ourivesaria e artigos semelhantes, de couro natural ou reconstituído, de folhas de plástico, de matérias têxteis, de fibra vulcanizada ou de cartão, ou recobertos, no todo ou na maior parte, dessas mesmas matérias ou de papel."
"6906",Carrinhos transporte criança,"Carrinhos e veículos semelhantes para transporte de crianças, e suas partes.  "
"9031",Máquinas De Medida,"Instrumentos, aparelhos e máquinas de medida ou controle, não especificados nem compreendidos noutras posições do presente Capítulo, projetores de perfis."
"5702",Tapetes,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis, tecidos, não tufados nem flocados, mesmo confeccionados, incluindo os tapetes denominados Kelim ou Kilim, Schumacks ou Soumak, Karamanie e tapetes semelhantes tecidos à mão."
"9003",Armações Para Óculos,"Armações para óculos e artigos semelhantes, e suas partes."
"2820",Óxidos De Manganês,Óxidos de manganês.
"2814",Amoníaco Anidro,Amoníaco anidro ou em solução aquosa (amônia).
"2613",Minérios De Molibdênio,Minérios de molibdênio e seus concentrados.
"7219",Produtos Laminados Planos De Aço Inoxidável,"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm."
"3603",Estopins E Rastilhos,"Estopins e rastilhos, de segurança, cordéis (cordões) detonantes, escorvas e cápsulas fulminantes, inflamadores, detonadores elétricos."
"2507",Caulim Outras Argilas,"Caulim (caulino) e outras argilas caulínicas, mesmo calcinados."
"7505",Fios De Níquel,"Barras, perfis e fios, de níquel."
"2008",Fruta Preparada,"Fruta e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, mesmo com adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições."
"7609",Acessórios Para Tubos De Alumínio,Acessórios para tubos de alumínio.
"7501",Intermediários Do Níquel,"Mates de níquel, sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel."
"3913",Polímeros Naturais,"Polímeros naturais (ácido algínico, por exemplo) e polímeros naturais modificados (por exemplo, proteínas endurecidas, derivados químicos da borracha natural), não especificados nem compreendidos noutras posições, em formas primárias."
"7901",Zinco,Zinco em formas brutas.
"9208",Instrumentos De Boca,"Caixas de música, órgãos mecânicos de feira, realejos, pássaros cantores mecânicos, serrotes musicais e outros instrumentos musicais não especificados noutra posição do presente Capítulo, chamarizes de qualquer tipo, apitos, berrantes (cornetas*) e outros instrumentos, de boca, para chamada ou sinalização."
"6112",Roupas Para Esporte,"Abrigos (Fatos de treino*) para esporte, macacões (fatos-macacos*) e conjuntos, de esqui, maiôs (fatos de banho*), biquínis, shorts (calções) e sungas (slips), de banho, de malha."
"2936",Provitaminas E Vitaminas,"Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções."
"2938",Heterosídeo,"Heterosídeos, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados."
"1101",Farinha De Trigo,Farinhas de trigo ou de mistura de trigo com centeio (méteil).
"8435",Prensas,"Prensas, esmagadores e máquinas e aparelhos semelhantes, para fabricação de vinho, sidra, sucos (sumos) de fruta ou bebidas semelhantes."
"7017", Artigos De Vidro,"Artigos de vidro para laboratório, higiene ou farmácia, mesmo graduados ou calibrados."
"2002",Tomate Preparado,"Tomates preparados ou conservados, exceto em vinagre ou em ácido acético."
"2805",Metais Alcalinos,"Metais alcalinos ou alcalinoterrosos, metais de terras raras, escândio e ítrio, mesmo misturados ou ligados entre si, mercúrio."
"3919",Fitas Adesivas,"Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos."
"8441",Outras Máquinas Para Papel,"Outras máquinas e aparelhos para o trabalho de pasta de papel, papel ou cartão, incluindo as cortadeiras de qualquer tipo."
"8608",Material Fixo De Vias Férreas,"Material fixo de vias férreas ou semelhantes, aparelhos mecânicos (incluindo os eletromecânicos) de sinalização, de segurança, de controle ou de comando para vias férreas ou semelhantes, rodoviárias ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para aeródromos, suas partes."
"1103",Grumos E Sêmolas,"Grumos, sêmolas e pellets, de cereais."
"0203",Carnes De Suínos,"Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas."
"2204",Vinhos,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool, mostos de uvas, excluindo os da posição 20.09."
"6307",Outros Artigos Confeccionados,"Outros artigos confeccionados, incluindo os moldes para vestuário."
"3905",Polímeros De Acetato,"Polímeros de acetato de vinila ou de outros ésteres de vinila, em formas primárias, outros polímeros de vinila, em formas primárias."
"1803",Pasta De Cacau,"Pasta de cacau, mesmo desengordurada."
"1002",Centeio,Centeio.
"3702",Filmes Fotográficos ,"Filmes fotográficos sensibilizados, não impressionados, em rolos, de matérias diferentes do papel, cartão ou dos têxteis, filmes fotográficos de revelação e cópia instantâneas, em rolos, sensibilizados, não impressionados."
"2711",Gás De Petroleo,Gás de petróleo e outros hidrocarbonetos gasosos.
"2517",Cascalho,"Calhaus, cascalho, pedras britadas, do tipo normalmente utilizado em concreto (betão) ou para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, mesmo tratados termicamente, macadame de escórias de altos-fornos, de outras escórias ou de resíduos industriais semelhantes, mesmo que contenham matérias incluídas na primeira parte do texto desta posição, tarmacadame, grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente."
"8527",Aparelhos Receptores Para Radiodifusão,"Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio."
"1514",Óleos Nabo E Colza,"Óleos de nabo silvestre, de colza ou de mostarda, e respectivas frações, mesmo refinados, mas não quimicamente modificados."
"8420",Calandras E Laminadores,"Calandras e laminadores, exceto os destinados ao tratamento de metais ou vidro, e seus cilindros."
"4702",Pastas de Madeira,"Pastas de madeira ou de outras matérias fibrosas celulósicas, papel ou cartão de reciclar (desperdícios e aparas) - Pastas químicas de madeira, para dissolução."
"9001",Fibras Ópticas,"Fibras ópticas e feixes de fibras ópticas, cabos de fibras ópticas, exceto os da posição 85.44, matériaspolarizantes em folhas ou em placas, lentes (incluindo as de contato), prismas, espelhos e outros elementos de óptica, de qualquer matéria, não montados, exceto os de vidro não trabalhado opticamente."
"8603",Litorinas,"Litorinas (automotoras), mesmo para circulação urbana, exceto as da posição 86.04."
"4413",Madeira densificada,"Madeira densificada, em blocos, pranchas, lâminas ou perfis.  "
"7009",Espelhos De Vidro,"Espelhos de vidro, mesmo emoldurados, incluindo os espelhos retrovisores."
"0304",Files De Peixe,"Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados."
"9610",Lousas e quadros,"Lousas e quadros para escrever ou desenhar, mesmo emoldurados.  "
"5513",Tecidos De Fibras Sintéticas,"Tecidos de fibras sintéticas descontínuas, que contenham menos de 85 %, em peso, destas fibras, combinados, principal ou unicamente, com algodão, de peso não superior a 170 g/m2."
"4005",Borracha Misturada,"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras."
"4802",Papel E Cartão,"Papel e cartão, não revestidos, do tipo utilizado para escrita, impressão ou outros fins gráficos, e papel e cartão para fabricar cartões ou tiras perfurados, não perfurados, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, com exclusão do papel das posições 48.01 ou 48.03, papel e cartão feitos à mão (folha a folha)."
"0408",Ovos De Aves Sem Cascas,"Ovos de aves, sem casca, e gemas de ovos, frescos, secos, cozidos em água ou vapor, moldados, congelados ou conservados de outro modo, mesmo adicionados de açúcar ou de outros edulcorantes."
"8707",Carroçarias ,"Carroçarias para os veículos automóveis das posições 87.01 a 87.05, incluindo as cabinas."
"3307",Preparações Para Barbear,"Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos noutras posições, desodorantes (desodorizantes) de ambiente, preparados, mesmo não perfumados, mesmo com propriedades desinfetantes."
"3082",Ouriços-Do-Mar,"- Ouriços-do-mar (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus):"
"7203",Produtos Ferrosos,"Produtos ferrosos obtidos por redução direta dos minérios de ferro e outros produtos ferrosos esponjosos, em pedaços, esferas ou formas semelhantes, ferro de pureza mínima, em peso, de 99,94 %, em pedaços, esferas ou formas semelhantes."
"0101",Cavalos E Similares,"Cavalos, asininos e muares, vivos."
"2610",Minério Cromo,Minérios de cromo e seus concentrados.
"7211","Produtos Laminados Planos, De Ferro Ou Aço Não Ligado","Produtos laminados planos, de ferro ou aço não ligado, de largura inferior a 600 mm, não folheados ou chapeados, nem revestidos."
"5406",Fios De Filamentos Retalho,"Fios de filamentos sintéticos ou artificiais (exceto linhas para costurar), acondicionados para venda a retalho."
"8604",Veículos Manutenção De Vias Férreas,"Veículos para inspeção e manutenção de vias férreas ou semelhantes, mesmo autopropulsados (por exemplo, vagões-oficinas, vagões-guindastes, vagões equipados com batedores de balastro, alinhadores de vias, viaturas para testes e dresinas)."
"4013",Câmaras De Ar De Borracha,Câmaras de ar de borracha.
"2808",Ácido Nítrico,"Ácido nítrico, ácidos sulfonítricos."
"2807",Ácido Sulfúrico,"Ácido sulfúrico, ácido sulfúrico fumante (óleum)."
